timestamp,symbol,strategy,side,entry,stop,exit,size,pnl,r_multiple
2026-04-17T00:45:00+00:00,AMD,mean_reversion,sell,54.739,55.0272,55.0382,12.1374,-3.63,-1.04
2026-04-17T01:00:00+00:00,AMD,mean_reversion,sell,54.999,55.2879,55.2989,12.0437,-3.61,-1.04
2026-04-18T00:15:00+00:00,AMD,mean_reversion,sell,49.1502,49.4132,49.4231,13.1448,-3.59,-1.04
2026-04-18T00:30:00+00:00,AMD,mean_reversion,sell,49.4801,49.734,49.6199,13.3791,-1.87,-0.55
2026-04-18T00:45:00+00:00,AMD,mean_reversion,sell,49.6001,49.8543,49.8643,13.309,-3.52,-1.04
2026-04-18T01:00:00+00:00,AMD,mean_reversion,sell,49.77,50.0248,50.0348,13.1928,-3.49,-1.04
2026-04-19T01:45:00+00:00,AMD,mean_reversion,sell,44.4011,44.6313,44.6402,14.7095,-3.52,-1.04
2026-04-19T02:00:00+00:00,AMD,mean_reversion,sell,44.741,44.9822,44.9912,13.9922,-3.5,-1.04
2026-04-19T02:15:00+00:00,AMD,mean_reversion,sell,44.901,45.1326,45.1416,14.3894,-3.46,-1.04
2026-04-19T02:30:00+00:00,AMD,mean_reversion,sell,45.121,45.3631,45.3722,13.786,-3.46,-1.04
2026-04-20T00:15:00+00:00,AMD,mean_reversion,buy,43.4287,43.2117,43.2031,14.7239,-3.32,-1.04
2026-04-20T00:30:00+00:00,AMD,mean_reversion,buy,43.1386,42.9125,42.9039,14.6171,-3.43,-1.04
2026-04-20T00:45:00+00:00,AMD,mean_reversion,buy,42.6785,42.4536,42.4451,14.6155,-3.41,-1.04
2026-04-20T01:00:00+00:00,AMD,mean_reversion,buy,42.3085,42.0945,42.0861,14.8735,-3.31,-1.04
2026-04-21T00:15:00+00:00,AMD,mean_reversion,buy,51.4503,51.1917,51.1815,12.1664,-3.27,-1.04
2026-04-21T00:30:00+00:00,AMD,mean_reversion,buy,50.9302,50.663,50.6529,12.1134,-3.36,-1.04
2026-04-21T00:45:00+00:00,AMD,mean_reversion,buy,50.4401,50.1742,50.1642,12.1058,-3.34,-1.04
2026-04-21T01:00:00+00:00,AMD,mean_reversion,buy,49.7399,49.476,49.4661,12.1234,-3.32,-1.04
2026-04-22T00:15:00+00:00,AMD,mean_reversion,sell,54.0792,54.3555,54.0608,11.3246,0.21,0.07
2026-04-22T00:30:00+00:00,AMD,mean_reversion,sell,54.0392,54.3154,54.0408,11.3369,-0.02,-0.01
2026-04-22T03:00:00+00:00,AMD,mean_reversion,buy,52.3805,52.1094,52.099,11.7002,-3.29,-1.04
2026-04-22T03:15:00+00:00,AMD,mean_reversion,buy,52.0804,51.8102,51.7998,11.7044,-3.28,-1.04
2026-04-14T14:45:00+00:00,AAPL,mean_reversion,sell,68.9662,69.353,69.0738,13.4066,-1.44,-0.28
2026-04-14T15:00:00+00:00,AAPL,mean_reversion,sell,69.0462,69.4432,69.4571,13.0301,-5.35,-1.03
2026-04-14T15:15:00+00:00,AAPL,mean_reversion,sell,69.2461,69.6437,69.6576,12.9434,-5.33,-1.04
2026-04-14T15:30:00+00:00,AAPL,mean_reversion,sell,69.5761,69.9745,69.9885,12.8463,-5.3,-1.04
2026-04-15T00:30:00+00:00,AAPL,mean_reversion,buy,76.8454,76.4085,76.3932,11.6558,-5.27,-1.03
2026-04-15T00:45:00+00:00,AAPL,mean_reversion,buy,76.4853,76.0494,76.0342,11.618,-5.24,-1.03
2026-04-15T01:00:00+00:00,AAPL,mean_reversion,buy,76.2152,75.7801,75.7649,11.5743,-5.21,-1.03
2026-04-15T01:15:00+00:00,AAPL,mean_reversion,buy,76.0252,75.5906,75.8948,11.5253,-1.5,-0.3
2026-04-16T01:30:00+00:00,AAPL,mean_reversion,sell,80.3239,80.7814,80.7976,10.934,-5.18,-1.04
2026-04-16T01:45:00+00:00,AAPL,mean_reversion,sell,80.7838,81.2526,80.7061,10.6068,0.82,0.17
2026-04-16T02:00:00+00:00,AAPL,mean_reversion,sell,80.6739,81.1323,80.6861,10.8631,-0.13,-0.03
2026-04-16T02:15:00+00:00,AAPL,mean_reversion,sell,80.6539,81.1123,80.7662,10.8628,-1.22,-0.24
2026-04-17T02:00:00+00:00,AAPL,mean_reversion,sell,80.6339,81.0922,80.6861,10.8502,-0.57,-0.11
2026-04-17T02:15:00+00:00,AAPL,mean_reversion,sell,80.6539,81.1223,80.8462,10.6023,-2.04,-0.41
2026-04-17T02:30:00+00:00,AAPL,mean_reversion,sell,80.8138,81.2727,81.2889,10.8097,-5.14,-1.04
2026-04-17T02:45:00+00:00,AAPL,mean_reversion,sell,81.0938,81.5534,81.5697,10.7347,-5.11,-1.04
2026-04-18T01:45:00+00:00,AAPL,mean_reversion,sell,80.5639,81.022,81.0383,10.7091,-5.08,-1.04
2026-04-18T02:00:00+00:00,AAPL,mean_reversion,sell,81.0538,81.5233,81.0162,10.3873,0.39,0.08
2026-04-18T02:15:00+00:00,AAPL,mean_reversion,sell,80.9838,81.4531,81.0662,10.3956,-0.86,-0.18
2026-04-18T02:30:00+00:00,AAPL,mean_reversion,sell,81.0338,81.4932,81.2362,10.6181,-2.15,-0.44
2026-04-19T02:45:00+00:00,AAPL,mean_reversion,sell,81.1738,81.6436,81.6599,10.3515,-5.03,-1.03
2026-04-19T03:00:00+00:00,AAPL,mean_reversion,sell,81.5137,81.9744,81.9908,10.5086,-5.01,-1.04
2026-04-19T03:15:00+00:00,AAPL,mean_reversion,sell,81.9636,82.4356,82.4521,10.1965,-4.98,-1.03
2026-04-19T03:30:00+00:00,AAPL,mean_reversion,sell,82.5335,83.007,82.5765,10.1102,-0.43,-0.09
2026-04-20T00:15:00+00:00,AAPL,mean_reversion,buy,83.9668,83.4808,83.7632,9.8422,-2.0,-0.42
2026-04-20T00:30:00+00:00,AAPL,mean_reversion,buy,83.7968,83.3212,83.7532,10.0435,-0.44,-0.09
2026-04-20T00:45:00+00:00,AAPL,mean_reversion,buy,83.7868,83.3112,83.2945,10.0392,-4.94,-1.04
2026-04-20T01:00:00+00:00,AAPL,mean_reversion,buy,83.2366,82.7626,82.746,10.0154,-4.91,-1.03
2026-04-21T00:15:00+00:00,AAPL,mean_reversion,buy,96.2492,95.7002,95.681,8.6001,-4.89,-1.03
2026-04-21T00:30:00+00:00,AAPL,mean_reversion,buy,95.9292,95.381,95.6809,8.5669,-2.13,-0.45
2026-04-21T00:45:00+00:00,AAPL,mean_reversion,buy,95.7191,95.1715,95.1524,8.5552,-4.85,-1.03
2026-04-21T01:00:00+00:00,AAPL,mean_reversion,buy,94.929,94.3835,94.3646,8.5413,-4.82,-1.03
2026-04-22T03:00:00+00:00,AAPL,mean_reversion,buy,102.4005,101.8248,102.1296,8.0571,-2.18,-0.47
2026-04-22T03:15:00+00:00,AAPL,mean_reversion,buy,102.1704,101.5854,101.9796,7.9036,-1.51,-0.33
2026-04-22T03:30:00+00:00,AAPL,mean_reversion,buy,102.0204,101.4458,101.9296,8.0376,-0.73,-0.16
2026-04-22T03:45:00+00:00,AAPL,mean_reversion,buy,101.9704,101.3859,102.4695,7.8908,4.28,0.93
2026-04-14T14:45:00+00:00,MSFT,mean_reversion,sell,65.8068,66.175,66.1883,12.598,-4.81,-1.04
2026-04-14T15:00:00+00:00,MSFT,mean_reversion,sell,66.2867,66.6662,66.4733,12.1462,-2.27,-0.49
2026-04-14T15:15:00+00:00,MSFT,mean_reversion,sell,66.4467,66.8266,66.84,12.102,-4.76,-1.04
2026-04-14T15:30:00+00:00,MSFT,mean_reversion,sell,66.9766,67.358,67.3714,11.9937,-4.74,-1.04
2026-04-15T01:00:00+00:00,MSFT,mean_reversion,buy,73.5347,73.1168,73.3553,10.8858,-1.95,-0.43
2026-04-15T01:15:00+00:00,MSFT,mean_reversion,buy,73.3847,72.9671,72.9525,10.8717,-4.7,-1.03
2026-04-15T01:30:00+00:00,MSFT,mean_reversion,buy,72.8846,72.4684,72.6855,10.8471,-2.16,-0.48
2026-04-15T01:45:00+00:00,MSFT,mean_reversion,buy,72.7145,72.2988,72.2843,10.8316,-4.66,-1.03
2026-04-16T02:45:00+00:00,MSFT,mean_reversion,sell,78.5043,78.9469,78.3957,10.1256,1.1,0.25
2026-04-16T04:00:00+00:00,MSFT,mean_reversion,sell,79.824,80.5208,80.5369,6.357,-4.53,-1.02
2026-04-16T04:15:00+00:00,MSFT,mean_reversion,sell,81.3937,82.1048,82.1212,6.1968,-4.51,-1.02
2026-04-16T04:30:00+00:00,MSFT,mean_reversion,sell,82.6035,83.3278,83.3445,6.0506,-4.48,-1.02
2026-04-17T02:30:00+00:00,MSFT,mean_reversion,sell,78.6543,79.0972,79.1131,9.9713,-4.57,-1.04
2026-04-17T02:45:00+00:00,MSFT,mean_reversion,sell,78.8942,79.3378,79.3537,9.9039,-4.55,-1.04
2026-04-17T03:00:00+00:00,MSFT,mean_reversion,sell,79.4941,79.9494,79.9654,9.5924,-4.52,-1.04
2026-04-17T03:15:00+00:00,MSFT,mean_reversion,sell,79.784,80.2401,79.786,9.5252,-0.02,-0.0
2026-04-18T02:30:00+00:00,MSFT,mean_reversion,sell,78.9542,79.408,79.0358,9.5701,-0.78,-0.18
2026-04-18T02:45:00+00:00,MSFT,mean_reversion,sell,79.0042,79.4481,79.464,9.7823,-4.5,-1.04
2026-04-18T03:00:00+00:00,MSFT,mean_reversion,sell,79.4041,79.8591,79.5159,9.4855,-1.06,-0.25
2026-04-18T03:15:00+00:00,MSFT,mean_reversion,sell,79.4841,79.9393,79.9553,9.4691,-4.46,-1.04
2026-04-19T02:45:00+00:00,MSFT,mean_reversion,sell,79.4541,79.9093,79.9253,9.42,-4.44,-1.04
2026-04-19T03:00:00+00:00,MSFT,mean_reversion,sell,79.834,80.2902,79.916,9.3492,-0.77,-0.18
2026-04-19T03:15:00+00:00,MSFT,mean_reversion,sell,79.884,80.3404,80.3564,9.3378,-4.41,-1.04
2026-04-19T03:30:00+00:00,MSFT,mean_reversion,sell,80.2939,80.7514,80.4161,9.2662,-1.13,-0.27
2026-04-20T00:15:00+00:00,MSFT,mean_reversion,buy,82.5265,82.0544,82.0379,8.9635,-4.38,-1.03
2026-04-20T00:30:00+00:00,MSFT,mean_reversion,buy,81.9564,81.4958,81.7536,9.1442,-1.85,-0.44
2026-04-20T00:45:00+00:00,MSFT,mean_reversion,buy,81.7864,81.3162,81.2999,8.9314,-4.34,-1.03
2026-04-20T01:00:00+00:00,MSFT,mean_reversion,buy,81.3163,80.8574,81.2238,9.1073,-0.84,-0.2
2026-04-21T00:15:00+00:00,MSFT,mean_reversion,buy,95.009,94.4632,94.851,7.6453,-1.21,-0.29
2026-04-21T00:30:00+00:00,MSFT,mean_reversion,buy,94.889,94.3535,94.3347,7.7857,-4.32,-1.04
2026-04-21T00:45:00+00:00,MSFT,mean_reversion,buy,94.4389,93.8947,93.8759,7.6134,-4.29,-1.03
2026-04-21T01:00:00+00:00,MSFT,mean_reversion,buy,93.6487,93.1166,93.098,7.7488,-4.27,-1.03
2026-04-22T03:00:00+00:00,MSFT,mean_reversion,buy,101.4003,100.8273,101.1698,7.1589,-1.65,-0.4
2026-04-22T03:15:00+00:00,MSFT,mean_reversion,buy,101.2102,100.6378,100.6176,7.1501,-4.24,-1.04
2026-04-22T03:30:00+00:00,MSFT,mean_reversion,buy,100.6601,100.0892,100.4099,7.1294,-1.78,-0.44
2026-04-22T03:45:00+00:00,MSFT,mean_reversion,buy,100.4501,99.8797,101.2697,7.1201,4.95,1.22
2026-04-14T14:45:00+00:00,AMD,mean_reversion,sell,51.8496,52.14,51.7303,14.0812,1.68,0.41
2026-04-14T15:00:00+00:00,AMD,mean_reversion,sell,51.7097,51.9997,51.7503,14.1289,-0.57,-0.14
2026-04-14T15:15:00+00:00,AMD,mean_reversion,sell,51.7297,52.0297,52.0402,13.6278,-4.23,-1.03
2026-04-14T15:30:00+00:00,AMD,mean_reversion,sell,51.9196,52.2202,52.2307,13.5326,-4.21,-1.03
2026-04-15T00:15:00+00:00,AMD,mean_reversion,buy,57.4515,57.1268,57.1154,12.4737,-4.19,-1.04
2026-04-15T00:30:00+00:00,AMD,mean_reversion,buy,56.9414,56.6181,56.6068,12.4575,-4.17,-1.04
2026-04-15T00:45:00+00:00,AMD,mean_reversion,buy,56.5613,56.2391,56.2278,12.4285,-4.15,-1.03
2026-04-15T01:00:00+00:00,AMD,mean_reversion,buy,56.3113,55.9897,56.1588,12.3867,-1.89,-0.47
2026-04-16T02:45:00+00:00,AMD,mean_reversion,sell,54.869,55.1776,55.1886,12.8846,-4.12,-1.04
2026-04-16T03:00:00+00:00,AMD,mean_reversion,sell,55.229,55.5485,55.071,12.3616,2.95,0.75
2026-04-16T03:15:00+00:00,AMD,mean_reversion,sell,55.049,55.4082,55.021,10.9962,0.31,0.08
2026-04-16T04:00:00+00:00,AMD,mean_reversion,sell,56.3687,56.8618,56.8732,7.9497,-4.01,-1.02
2026-04-17T02:45:00+00:00,AMD,mean_reversion,sell,49.1002,49.3731,49.383,14.4802,-4.1,-1.04
2026-04-17T03:00:00+00:00,AMD,mean_reversion,sell,49.3601,49.6438,49.6537,13.8408,-4.06,-1.04
2026-04-17T03:15:00+00:00,AMD,mean_reversion,sell,49.79,50.0749,49.7199,13.7128,0.96,0.25
2026-04-17T03:30:00+00:00,AMD,mean_reversion,sell,49.7001,49.9846,49.8,13.7415,-1.37,-0.35
2026-04-18T02:30:00+00:00,AMD,mean_reversion,sell,43.5813,43.8293,43.8381,15.7428,-4.04,-1.04
2026-04-18T02:45:00+00:00,AMD,mean_reversion,sell,44.0112,44.2604,43.9288,15.5884,1.28,0.33
2026-04-18T03:00:00+00:00,AMD,mean_reversion,sell,43.9112,44.1601,43.9888,15.6312,-1.21,-0.31
2026-04-18T03:15:00+00:00,AMD,mean_reversion,sell,43.9712,44.2203,44.2291,15.5963,-4.02,-1.04
2026-04-19T03:00:00+00:00,AMD,mean_reversion,sell,37.9024,38.1151,38.1227,18.1775,-4.0,-1.04
2026-04-19T03:15:00+00:00,AMD,mean_reversion,sell,38.4523,38.6764,38.4977,17.1277,-0.78,-0.2
2026-04-19T03:30:00+00:00,AMD,mean_reversion,sell,38.4823,38.7065,38.7143,17.1038,-3.97,-1.03
2026-04-19T03:45:00+00:00,AMD,mean_reversion,sell,38.6723,38.887,38.8948,17.7971,-3.96,-1.04
2026-04-20T00:15:00+00:00,AMD,mean_reversion,buy,35.157,34.9524,35.073,18.5412,-1.56,-0.41
2026-04-20T00:30:00+00:00,AMD,mean_reversion,buy,35.087,34.8926,34.8856,19.5036,-3.93,-1.04
2026-04-20T00:45:00+00:00,AMD,mean_reversion,buy,34.5369,34.334,34.3271,18.5478,-3.89,-1.03
2026-04-20T01:00:00+00:00,AMD,mean_reversion,buy,34.1668,33.9749,33.9681,19.5347,-3.88,-1.04
2026-04-21T00:15:00+00:00,AMD,mean_reversion,buy,41.4783,41.2367,41.2284,15.4165,-3.85,-1.03
2026-04-21T00:30:00+00:00,AMD,mean_reversion,buy,41.0182,40.7878,40.7796,16.1017,-3.84,-1.04
2026-04-21T00:45:00+00:00,AMD,mean_reversion,buy,40.7081,40.4786,40.4705,16.0713,-3.82,-1.04
2026-04-21T01:00:00+00:00,AMD,mean_reversion,buy,39.858,39.6307,39.6227,16.14,-3.8,-1.03
2026-04-22T02:30:00+00:00,AMD,mean_reversion,buy,41.8684,41.6257,41.6173,15.0257,-3.77,-1.03
2026-04-22T02:45:00+00:00,AMD,mean_reversion,buy,41.4383,41.1968,41.1885,15.0141,-3.75,-1.03
2026-04-22T03:00:00+00:00,AMD,mean_reversion,buy,41.1282,40.8975,40.8893,15.6553,-3.74,-1.04
2026-04-22T03:15:00+00:00,AMD,mean_reversion,buy,40.9582,40.7279,40.8918,15.601,-1.04,-0.29
